,3,4,1,2,5,6,7
0,82398.29035431147,270074.74978017807,0.0,0.0,0.0,0.0,0.0
1,1009593.7495316863,1254930.723194778,328889.9638929367,690747.5861880183,1559148.3653707504,1624466.1457955241,0.0
2,987922.8021072745,0.0,288516.5114300847,653252.9905182719,1332051.964747727,0.0,0.0
3,857385.7228368521,1106546.4042153358,294781.7249522805,583321.4671501517,1401397.3774796724,0.0,0.0
4,566508.1467513442,722742.7476478219,202564.56673949957,446752.4701984525,880748.8806967735,0.0,0.0
5,579576.868693769,756498.3897861838,226735.04236602783,424742.56445497274,921503.504447639,0.0,0.0
6,615582.935031414,781984.2535291314,183902.90231382847,399494.79819226265,971726.8596461415,0.0,0.0
7,644384.8749404103,856344.4349814802,138427.07211077213,314267.76315814257,1012763.537885204,0.0,0.0
8,417896.1999053955,575551.8794697523,135224.30166435242,277065.37416899204,760125.0407088399,0.0,0.0
9,914349.0820078254,1100978.5041573644,492050.70657640696,726122.6678046584,1264559.0612087846,0.0,0.0
10,611970.1563956738,865059.1026581377,173270.78976464272,380467.21116793156,1073122.1048121303,0.0,0.0
11,698237.7321127057,915603.9116102457,275616.9496963024,498802.0211135149,1125681.3828399181,0.0,0.0
12,979505.5105136037,1253221.2319821715,444570.0770871639,732025.8725453615,1486533.0634182096,1544774.943629682,0.0
13,939302.7788823247,1269913.8489211202,325005.45431602,626155.9540517926,1563259.4811447263,0.0,0.0
14,741225.630949378,1136489.2565490007,0.0,297985.2752505541,1449363.6627812982,1590729.023538053,0.0
15,1227903.9754672647,1555012.7816964388,382338.75695586205,809000.9313071966,1933168.9893416166,2170250.4369246364,0.0
16,0.0,1078450.836179018,390555.40742748976,732202.2546614408,1459298.1196379066,1555443.472064793,0.0
17,595529.1911341548,819923.9687076807,272881.35324060917,0.0,1098807.7002717853,1166591.7603942752,0.0
18,749774.4689925313,1017203.4180554152,260334.6923623681,511254.61913484335,1491770.3489256501,1566090.529497683,0.0
19,879627.3179924488,1149867.6416478753,338761.62328726053,597430.6450974941,1402690.3124315143,0.0,0.0
20,801680.7616461515,1101343.6576640606,235299.22656667233,527599.9360790253,1613818.9309224486,0.0,0.0
21,723870.7469237447,856712.3239202499,345797.93263089657,550834.3559316397,1073982.7970135808,0.0,0.0
22,812974.1442000866,1166489.4392219782,222314.03209477663,521892.2355642915,1356285.351230979,0.0,0.0
23,758220.4885131121,1056537.1521906853,307705.6473004222,547543.4010158181,1245011.3725764155,0.0,0.0
24,937398.2057440877,1181653.9096904397,252118.35697555542,516738.81608110666,1407118.741223693,0.0,0.0
25,1034802.3990680575,1317685.0209856033,378012.1037529111,751764.1946561933,1563505.5198240876,0.0,0.0
26,895291.3610024452,1164767.7127161026,297735.28683948517,614951.2367523313,1453115.9244938493,0.0,0.0
27,697718.8384789228,962646.5051853657,248443.0581881404,488408.2792606354,1186471.3957042694,0.0,0.0
28,680328.5639618039,883015.312253058,189555.11232626438,426980.9695420265,1263801.3730675578,0.0,0.0
29,673319.106864214,928260.6587544084,220697.68147325516,463493.8130529523,1112322.2963906527,0.0,0.0
30,672754.6088002324,951866.5804989338,186046.8339187503,411462.25887066126,1255476.1802396774,0.0,0.0
31,745200.045290269,1023206.2567310706,213757.37668389082,498318.9735843912,1174839.1378818527,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,377225.05533427,466884.3659978509,111034.25056934357,237768.73143655062,605804.2469653487,0.0,0.0
34,419682.31781834364,607279.6803357601,142459.05103951693,274262.79189121723,725692.4512509704,0.0,0.0
35,607637.9474616051,825612.3032588959,227919.0333200097,425551.08421844244,1057150.832271874,1124190.8228635788,0.0
36,851576.8269113898,1041876.5994910598,174475.19923484325,399781.5711354017,1345844.1802746058,0.0,0.0
37,1097816.9482192397,1525255.152162075,379762.22811084986,764531.4908452034,1904305.0150917768,0.0,0.0
38,1320357.936229527,1838850.3997334242,459052.74755620956,984708.1864613295,2315808.7228016853,2571686.664618969,0.0
39,2529092.22960937,3216927.898287952,1070770.2948749661,1728140.9733425379,3831063.4558508396,4079752.0671753287,0.0
40,3108568.350956835,4079547.917480506,1205079.7236081958,2031732.2972755805,5039072.968330897,5206601.144066371,0.0
41,2693460.2524317503,3565782.6081546545,1162812.3528308272,1996156.33866179,4340807.753305674,4606518.085248768,0.0
42,2615506.5746697783,3648947.059521854,718038.2817668319,1697035.1280386448,4472223.195893288,4672961.334317207,0.0
43,2200360.6779372096,0.0,619599.9573048353,1345436.3008328676,2654101.9355975986,0.0,0.0
44,2254332.6044135094,2895109.695185423,886933.694947362,1377743.498067379,3685978.6207258105,0.0,0.0
45,1668891.0645568967,2129475.8748301268,710940.9806649685,1218760.0837016702,2555805.577202916,0.0,0.0
46,1493143.6333078742,1924272.9172984958,619379.55108428,997208.260437429,2291640.299621284,2291640.299621284,0.0
47,1181543.1655647159,1609413.2983477116,360924.39079236984,833890.663413465,2078078.2545268536,2105658.314753294,0.0
48,1616347.3488041162,2008864.2453558445,450473.772680223,902777.4350613356,2454926.8780997396,0.0,0.0
49,1689547.7563878298,2309116.9347429276,410732.0019091368,992002.4125928283,2805792.0962948203,2952449.957225263,0.0
