Date,4,3,1,2,5,6,7
2011-12-26,,,,,,,
2012-01-02,270074.74978017807,82398.29035431147,,,,,
2012-01-09,1254930.723194778,1009593.7495316864,328889.9638929367,690747.5861880183,1559148.3653707504,1624466.145795524,
2012-01-16,,987922.8021072744,288516.5114300847,653252.9905182719,1332051.964747727,,
2012-01-23,1106546.4042153358,857385.7228368521,294781.7249522805,583321.4671501517,1401397.3774796724,,
2012-01-30,722742.7476478219,566508.1467513442,202564.5667394996,446752.4701984525,880748.8806967735,,
2012-02-06,756498.3897861838,579576.868693769,226735.04236602783,424742.5644549728,921503.504447639,,
2012-02-13,781984.2535291314,615582.935031414,183902.90231382847,399494.79819226265,971726.8596461416,,
2012-02-20,856344.4349814802,644384.8749404103,138427.07211077213,314267.76315814257,1012763.537885204,,
2012-02-27,575551.8794697523,417896.1999053955,135224.30166435242,277065.37416899204,760125.0407088399,,
2012-03-05,1100978.5041573644,914349.0820078254,492050.70657640696,726122.6678046584,1264559.0612087846,,
2012-03-12,865059.1026581377,611970.1563956738,173270.78976464272,380467.2111679316,1073122.1048121303,,
2012-03-19,915603.9116102456,698237.7321127057,275616.9496963024,498802.0211135149,1125681.382839918,,
2012-03-26,1253221.2319821715,979505.5105136036,444570.0770871639,732025.8725453615,1486533.0634182096,1544774.943629682,
2012-04-02,1269913.8489211202,939302.7788823248,325005.45431602,626155.9540517926,1563259.4811447265,,
2012-04-09,1136489.2565490007,741225.630949378,,297985.2752505541,1449363.6627812982,1590729.023538053,
2012-04-16,1555012.7816964388,1227903.975467265,382338.7569558621,809000.9313071966,1933168.9893416169,2170250.4369246364,
2012-04-23,1078450.836179018,,390555.40742748976,732202.2546614408,1459298.1196379066,1555443.472064793,
2012-04-30,819923.9687076807,595529.1911341548,272881.3532406092,,1098807.7002717853,1166591.7603942752,
2012-05-07,1017203.4180554152,749774.4689925313,260334.6923623681,511254.61913484335,1491770.34892565,1566090.529497683,
2012-05-14,1149867.6416478753,879627.3179924488,338761.62328726053,597430.6450974941,1402690.3124315145,,
2012-05-21,1101343.6576640606,801680.7616461515,235299.22656667235,527599.9360790253,1613818.9309224486,,
2012-05-28,856712.3239202499,723870.7469237447,345797.93263089657,550834.3559316397,1073982.7970135808,,
2012-06-04,1166489.4392219782,812974.1442000866,222314.03209477663,521892.2355642915,1356285.351230979,,
2012-06-11,1056537.1521906853,758220.4885131121,307705.6473004222,547543.4010158181,1245011.3725764155,,
2012-06-18,1181653.9096904397,937398.2057440876,252118.35697555545,516738.81608110666,1407118.741223693,,
2012-06-25,1317685.020985603,1034802.3990680577,378012.1037529111,751764.1946561933,1563505.5198240876,,
2012-07-02,1164767.7127161026,895291.3610024452,297735.2868394852,614951.2367523313,1453115.9244938493,,
2012-07-09,962646.5051853656,697718.8384789228,248443.0581881404,488408.2792606354,1186471.3957042694,,
2012-07-16,883015.312253058,680328.5639618039,189555.1123262644,426980.9695420265,1263801.3730675578,,
2012-07-23,928260.6587544084,673319.106864214,220697.6814732552,463493.8130529523,1112322.296390653,,
2012-07-30,951866.5804989338,672754.6088002324,186046.8339187503,411462.25887066126,1255476.1802396774,,
2012-08-06,1023206.2567310706,745200.045290269,213757.3766838908,498318.9735843912,1174839.1378818527,,
2012-08-13,,,,,,,
2012-08-20,466884.3659978509,377225.05533427,111034.25056934357,237768.73143655065,605804.2469653487,,
2012-08-27,607279.6803357601,419682.3178183437,142459.05103951693,274262.79189121723,725692.4512509704,,
2012-09-03,825612.3032588959,607637.9474616051,227919.0333200097,425551.0842184424,1057150.832271874,1124190.8228635788,
2012-09-10,1041876.5994910598,851576.8269113898,174475.19923484325,399781.5711354017,1345844.1802746058,,
2012-09-17,1525255.152162075,1097816.9482192397,379762.22811084986,764531.4908452034,1904305.0150917768,,
2012-09-24,1838850.399733424,1320357.936229527,459052.7475562096,984708.1864613296,2315808.7228016853,2571686.664618969,
2012-10-01,3216927.898287952,2529092.22960937,1070770.294874966,1728140.973342538,3831063.45585084,4079752.0671753287,
2012-10-08,4079547.917480506,3108568.350956835,1205079.7236081958,2031732.2972755805,5039072.968330897,5206601.144066371,
2012-10-15,3565782.6081546545,2693460.2524317503,1162812.3528308272,1996156.33866179,4340807.753305674,4606518.085248768,
2012-10-22,3648947.059521854,2615506.5746697783,718038.2817668319,1697035.1280386448,4472223.195893288,4672961.334317207,
2012-10-29,,2200360.6779372096,619599.9573048353,1345436.3008328676,2654101.9355975986,,
2012-11-05,2895109.695185423,2254332.6044135094,886933.694947362,1377743.498067379,3685978.6207258105,,
2012-11-12,2129475.8748301268,1668891.0645568967,710940.9806649685,1218760.0837016702,2555805.577202916,,
2012-11-19,1924272.917298496,1493143.6333078742,619379.55108428,997208.260437429,2291640.299621284,2291640.299621284,
2012-11-26,1609413.2983477116,1181543.165564716,360924.3907923698,833890.663413465,2078078.2545268536,2105658.314753294,
2012-12-03,2008864.2453558445,1616347.3488041162,450473.772680223,902777.4350613356,2454926.87809974,,
2012-12-10,2309116.934742928,1689547.7563878298,410732.0019091368,992002.4125928284,2805792.0962948203,2952449.957225263,
2012-12-17,2533964.3231651783,1679261.69725883,526684.0386801362,1046496.9197108746,2638810.563355446,2657730.633518219,
2012-12-24,23646.37004041672,,,,25032.11006116867,,
2012-12-31,,,1998.2700271606443,,,,
2013-01-07,801033.6450439692,505060.0030571818,128085.08067774773,259145.9114756584,1134415.827207625,1215320.75775069,
2013-01-14,1160790.2378872037,849950.125741899,262837.93171036243,482357.7031918168,1576543.250859797,1648910.1314209104,
2013-01-21,1362295.7692800164,1075751.007747352,478600.5434322953,797279.6756766438,1676467.0016284585,,
2013-01-28,907350.9036480784,764109.9830729365,252795.03093010187,630235.5222149491,1095743.575015843,,
2013-02-04,1078904.8352891805,722788.5033037663,231278.18107914925,505921.73229312897,1351845.7565988898,,
2013-02-11,767314.4143929482,588562.7732272744,168510.1810504794,385859.69235795736,882152.5351486206,,
2013-02-18,767759.3149161935,549522.2635932565,121026.65085554124,339499.5023005605,985904.976086676,,
2013-02-25,1030910.0226163864,779066.1514649391,214948.43055832383,507506.6609957218,1217529.9235694408,1217692.4635703564,
2013-03-04,1263890.4055925012,1093745.7547090054,460839.7918696404,815946.9332573414,1635732.2978405356,,
2013-03-11,937003.9355114102,706155.4240471125,215222.1012480855,455771.0624440312,1082559.666461885,,
2013-03-18,1144607.1762125492,793001.984896183,253909.8314965368,503705.83321255445,1349946.9871971607,,
